property_type,society,sector,price_in_cr,total_area_sqft,bedrooms,bathrooms,balcony,floornum_category,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession,super_built_up_area_missing,built_up_area_missing,carpet_area_missing,plot_area_missing,area_per_bedroom,dense_house_flag,luxury_category
Flat,pyramid urban,sector 67,0.78,900.0,2,2,2,Mid-rise,0,0,0,0,1,north-east,Unfurnished,Relatively New,0,1,1,1,450.0,0,Luxury
Independent House,The Penthouses at the Hibiscus,sector 50,14.0,10000.0,5,7,3+,Low-rise,0,1,0,0,0,east,Semi-Furnished,New Property,1,1,1,0,2000.0,0,Luxury
Flat,paras dews,sector 106,1.6,1385.0,2,2,2,Low-rise,0,0,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,692.5,0,Budget
Flat,godrej 101,sector 79,1.55,1383.0,2,2,3,Mid-rise,0,0,0,0,0,south-east,Unfurnished,Relatively New,0,1,1,1,691.5,0,Semi-Luxury
Flat,tulip purple,sector 69,2.76,2400.0,4,5,3+,Low-rise,0,1,0,0,0,south,Unfurnished,Moderately Old,0,1,1,1,600.0,0,Semi-Luxury
Independent House,Unitech Espace,sector 50,16.0,3240.0,6,6,3+,Low-rise,1,1,1,1,0,east,Semi-Furnished,Old Property,1,1,1,0,540.0,0,Luxury
Independent House,"New Palam Vihar, Gurgaon",sector 110,1.3,900.0,4,4,1,Low-rise,0,0,0,0,0,north,Unfurnished,Relatively New,1,1,1,0,225.0,1,Budget
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,4.55,2700.0,4,5,2,Low-rise,1,1,0,1,0,west,Semi-Furnished,New Property,1,1,0,1,675.0,0,Budget
Flat,bptp park serene,sector 37,2.64,2450.0,4,4,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,612.5,0,Luxury
Independent House,"Palam Vihar, Gurgaon",sector 1,6.75,3240.0,8,6,3+,Low-rise,1,1,1,1,0,south-west,Unfurnished,Moderately Old,1,1,1,0,405.0,0,Budget
Flat,shapoorji pallonji joyville gurugram,sector 102,2.55,1852.0,3,3,3,Low-rise,0,0,0,0,1,north-east,Unfurnished,Relatively New,0,1,1,1,617.3333333333334,0,Semi-Luxury
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,2.34,2300.0,3,3,2,Low-rise,1,0,0,0,0,north,Semi-Furnished,Relatively New,0,1,1,1,766.6666666666666,0,Budget
Independent House,National Media Centre,sector 24,8.0,2160.0,4,4,3+,Low-rise,0,1,1,0,0,east,Unfurnished,Old Property,1,1,1,0,540.0,0,Semi-Luxury
Flat,m3m golfestate,sector 65,9.25,3909.0,3,4,2,High-rise,1,1,1,1,0,north,Furnished,Relatively New,0,1,1,1,1303.0,0,Luxury
Flat,tulip yellow,sector 69,2.3,1704.0,3,3,3+,Mid-rise,0,0,0,1,0,north-east,Unfurnished,New Property,0,1,1,1,568.0,0,Luxury
Flat,emaar mgf the palm drive,sector 66,3.5,2125.0,4,4,3,Mid-rise,0,1,0,0,0,east,Semi-Furnished,Relatively New,0,1,1,1,531.25,0,Budget
Flat,vigyan vihar sector 56,sector 56,2.61,1950.0,4,3,3,Low-rise,0,0,0,0,0,north,Unfurnished,Moderately Old,0,1,1,1,487.5,0,Semi-Luxury
Flat,adani m2k oyster grande,sector 102,5.75,4548.0,4,4,3+,Mid-rise,0,1,0,1,0,south-west,Semi-Furnished,Relatively New,0,1,1,1,1137.0,0,Luxury
Flat,bestech park view ananda,sector 81,2.09,1810.0,3,3,3+,Mid-rise,1,0,1,1,0,south-east,Unfurnished,Moderately Old,0,1,1,1,603.3333333333334,0,Luxury
Independent Builder Floor,Mayfield Gardens,sector 50,1.99,2700.0,3,3,2,Low-rise,1,1,0,1,1,east,Unfurnished,Moderately Old,1,1,0,1,900.0,0,Budget
Flat,shapoorji pallonji joyville gurugram,sector 102,2.42,1692.0,3,3,3,Mid-rise,0,0,0,0,0,south,Unfurnished,Relatively New,0,1,1,1,564.0,0,Budget
Independent Builder Floor,"Sector 40, Gurgaon",sector 40,2.96,2300.0,3,3,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,New Property,0,1,1,1,766.6666666666666,0,Semi-Luxury
Flat,mapsko royale ville,sector 82,1.8,1790.0,3,4,2,High-rise,0,1,0,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,596.6666666666666,0,Semi-Luxury
Independent Builder Floor,"Sector 55, Gurgaon",sector 55,3.45,2700.0,4,4,2,Low-rise,0,1,0,0,0,east,Semi-Furnished,New Property,0,1,1,1,675.0,0,Semi-Luxury
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,2.7,1890.0,4,4,3,Low-rise,0,0,0,0,1,south-east,Semi-Furnished,New Property,0,1,1,1,472.5,0,Budget
Flat,tarc maceo,sector 91,1.95,1862.0,3,3,3+,Mid-rise,0,0,0,1,0,south-east,Furnished,Relatively New,0,1,1,1,620.6666666666666,0,Luxury
Flat,emaar mgf the palm drive,sector 66,7.35,3650.0,4,4,3,Low-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,912.5,0,Semi-Luxury
Independent Builder Floor,"Sushant Lok Phase 3, Gurgaon",sector 57,5.1,4500.0,4,5,3,Low-rise,1,1,0,1,0,east,Semi-Furnished,New Property,0,1,1,1,1125.0,0,Semi-Luxury
Independent Builder Floor,Ansal API Esencia,sector 67,2.65,2200.0,4,4,2,Low-rise,0,1,0,1,0,east,Semi-Furnished,New Property,1,1,0,1,550.0,0,Luxury
Independent House,Unitech Espace,sector 50,14.0,3240.0,4,5,3+,Low-rise,1,1,0,0,0,east,Semi-Furnished,Old Property,1,1,1,0,810.0,0,Semi-Luxury
Independent Builder Floor,"Pocket E Sector 2 Palam Vihar, Gurgaon",sector 2,3.7,4500.0,4,4,2,Low-rise,1,1,0,1,0,not available,Semi-Furnished,New Property,1,1,0,1,1125.0,0,Budget
Flat,paras dews,sector 106,1.7,1760.0,3,3,3,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,586.6666666666666,0,Budget
Flat,experion the heartsong,sector 108,1.4,1283.0,2,2,2,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,641.5,0,Semi-Luxury
Independent House,"Nirvana Country, Gurgaon",sector 50,9.2,1412.0,5,6,2,Low-rise,0,0,1,1,0,north-east,Semi-Furnished,Relatively New,1,0,0,0,282.4,0,Luxury
Flat,tulip yellow,sector 69,2.38,1704.0,3,3,3,High-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,0,1,1,1,568.0,0,Budget
Flat,bestech park view spa,sector 47,5.27,2470.0,3,5,3,Low-rise,0,1,0,0,0,north,Unfurnished,Moderately Old,0,1,1,1,823.3333333333334,0,Budget
Flat,dlf the skycourt,sector 86,2.25,1930.0,3,3,3,Mid-rise,0,0,0,0,1,north-east,Unfurnished,Relatively New,0,1,1,1,643.3333333333334,0,Budget
Flat,emaar mgf emerald floors,sector 65,2.95,1750.0,4,3,3,Low-rise,0,0,1,0,0,north-east,Semi-Furnished,Relatively New,1,1,0,1,437.5,0,Semi-Luxury
Independent House,"G Block, Sushant Lok 3, Gurgaon",sector 57,4.65,1548.0,3,3,2,Low-rise,0,0,1,0,0,north-west,Unfurnished,Moderately Old,1,0,0,0,516.0,0,Budget
Independent House,Tata Primanti,sector 72,15.0,7000.0,5,6,3,Low-rise,1,1,0,1,0,west,Unfurnished,Relatively New,1,1,1,0,1400.0,0,Semi-Luxury
Independent House,DLF City Plots,sector 26,28.0,3960.0,5,6,3+,Low-rise,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1,1,1,0,792.0,0,Luxury
Flat,shapoorji pallonji joyville gurugram,sector 102,1.55,915.0,2,2,1,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,457.5,0,Semi-Luxury
Flat,pivotal devaan,sector 84,0.62,483.0,2,2,1,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,0,1,241.5,0,Budget
Flat,ireo the corridors,sector 67,2.26,1484.0,2,2,2,Mid-rise,1,0,0,0,0,south-west,Unfurnished,Relatively New,0,1,1,1,742.0,0,Budget
Independent House,"DLF Phase 2, Gurgaon",sector 25,14.5,3600.0,5,6,3,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,720.0,0,Luxury
Independent Builder Floor,Adani Brahma Samsara,sector 60,4.25,2443.0,3,3,3,Low-rise,1,0,0,0,0,north-east,Furnished,Relatively New,1,1,0,1,814.3333333333334,0,Luxury
Flat,hero homes,sector 104,2.4,1689.0,3,3,3,High-rise,0,0,0,1,0,east,Unfurnished,Relatively New,0,1,1,1,563.0,0,Budget
Flat,chintels serenity,sector 109,4.5,2925.0,4,4,3+,Low-rise,0,1,0,1,0,north,Unfurnished,Relatively New,0,1,1,1,731.25,0,Luxury
Independent Builder Floor,Anant Raj Estates,sector 63,2.6,1611.0,3,3,2,Low-rise,0,0,0,0,0,east,Unfurnished,New Property,1,1,0,1,537.0,0,Budget
Independent House,"Greenwood City, Gurgaon",sector 45,15.0,4500.0,5,6,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,900.0,0,Luxury
Independent House,"Rajiv Nagar, Gurgaon",sector 13,2.15,3600.0,11,12,3+,Low-rise,0,0,0,1,1,north-east,Unfurnished,Relatively New,1,1,1,0,327.27272727272725,0,Budget
Independent Builder Floor,"Sector 46, Gurgaon",sector 46,2.8,1836.0,3,3,2,Low-rise,0,1,0,1,1,east,Semi-Furnished,Relatively New,0,1,1,1,612.0,0,Budget
Flat,greenopolis,sector 89,1.75,1910.0,3,3,3,Mid-rise,0,1,0,0,0,east,Furnished,New Property,0,1,1,1,636.6666666666666,0,Semi-Luxury
Independent House,"Sector 45, Gurgaon",sector 45,7.85,2475.0,9,9,3+,Low-rise,0,0,1,0,0,south-west,Semi-Furnished,Moderately Old,1,1,1,0,275.0,0,Semi-Luxury
Independent House,"South City 2, Gurgaon",sector 49,9.0,2430.0,7,6,3+,Low-rise,0,0,0,0,0,east,Unfurnished,Moderately Old,1,1,1,0,347.14285714285717,0,Budget
Flat,antriksh heights,sector 84,1.22,1350.0,3,2,3,Mid-rise,1,0,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,450.0,0,Budget
Independent House,Unitech Palms South City 1,sector 41,7.5,2160.0,5,5,2,Low-rise,0,0,0,1,0,east,Unfurnished,Relatively New,1,0,0,0,432.0,0,Semi-Luxury
Independent House,Eros Rosewood City,sector 49,4.21,1530.0,3,3,2,Low-rise,0,0,0,1,1,east,Unfurnished,Moderately Old,1,0,0,0,510.0,0,Semi-Luxury
Flat,millenium apartment,sector 47,2.7,2370.0,4,4,3,Mid-rise,0,0,0,0,0,south,Semi-Furnished,Old Property,0,1,1,1,592.5,0,Budget
Flat,tarc maceo,sector 91,1.85,1862.0,3,3,3+,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,620.6666666666666,0,Budget
Independent Builder Floor,DLF Gardencity Enclave,sector 93,2.05,1550.0,3,3,3,Low-rise,1,0,0,0,0,north-east,Unfurnished,New Property,0,1,1,1,516.6666666666666,0,Budget
Flat,pyramid urban homes,sector 70,0.72,836.0,2,2,2,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,0,1,1,1,418.0,0,Budget
Independent House,Ansals Palam Vihar,sector 1,7.45,3240.0,4,4,2,Low-rise,0,0,1,0,0,east,Unfurnished,Moderately Old,1,1,1,0,810.0,0,Luxury
Independent Builder Floor,BPTP Astaire Gardens,sector 70,2.4,2495.0,3,3,3+,Low-rise,0,0,1,0,0,north,Unfurnished,Moderately Old,1,1,0,1,831.6666666666666,0,Budget
Flat,m3m heights,sector 65,3.94,2054.0,3,3,2,High-rise,0,1,0,0,0,east,Unfurnished,Relatively New,1,0,1,1,684.6666666666666,0,Semi-Luxury
Flat,dlf the skycourt,sector 86,2.23,1929.0,3,3,1,Mid-rise,0,0,0,1,0,north-east,Unfurnished,Relatively New,0,1,1,1,643.0,0,Luxury
Independent Builder Floor,Vatika India Next,sector 82,2.0,1394.0,3,3,3,Low-rise,0,0,0,0,1,east,Semi-Furnished,Relatively New,0,1,1,1,464.6666666666667,0,Luxury
Independent House,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,13.0,2700.0,4,4,2,Low-rise,0,1,0,1,0,not available,Unfurnished,Old Property,1,1,1,0,675.0,0,Semi-Luxury
Independent House,Emaar MGF Marbella,sector 66,18.7,4500.0,5,5,2,Low-rise,1,1,1,1,0,east,Semi-Furnished,Moderately Old,1,0,0,0,900.0,0,Luxury
Flat,bestech park view grand spa,sector 81,5.22,4200.0,4,4,3+,High-rise,1,1,0,0,0,south-east,Unfurnished,Moderately Old,0,1,1,1,1050.0,0,Luxury
Flat,godrej meridien,sector 106,2.79,1855.0,3,4,3+,Mid-rise,0,0,0,0,0,north,Unfurnished,New Property,0,1,1,1,618.3333333333334,0,Luxury
Flat,chintels serenity,sector 109,3.0,2100.0,3,3,3+,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,700.0,0,Budget
Flat,krrish provence estate,gwal pahari,6.6,5800.0,4,6,3+,Low-rise,1,1,0,1,0,west,Unfurnished,Relatively New,0,1,1,1,1450.0,0,Semi-Luxury
Independent Builder Floor,"South City 1, Gurgaon",sector 41,4.25,3240.0,4,4,1,Low-rise,0,1,0,0,0,east,Unfurnished,New Property,1,1,0,1,810.0,0,Budget
Flat,bptp park serene,sector 37,2.25,1814.0,3,3,3,Low-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,604.6666666666666,0,Semi-Luxury
Flat,dlf the skycourt,sector 86,2.35,1923.0,3,3,3,Mid-rise,0,0,0,1,0,east,Unfurnished,Relatively New,0,1,1,1,641.0,0,Luxury
Flat,tulip purple,sector 69,2.69,2400.0,4,5,3+,Low-rise,0,1,0,0,0,east,Furnished,New Property,0,1,1,1,600.0,0,Luxury
Independent House,Independent Luxury Villa,sector 43,17.15,9000.0,6,7,3+,Low-rise,1,1,1,1,0,north,Semi-Furnished,Moderately Old,1,0,0,1,1500.0,0,Luxury
Independent Builder Floor,"Block D sector 56, Gurgaon",sector 56,4.5,2350.0,5,4,3,Low-rise,0,1,0,1,0,north-west,Unfurnished,New Property,1,1,0,1,470.0,0,Budget
Independent Builder Floor,"Nirvana Country, Gurgaon",sector 50,6.5,3300.0,4,4,2,Low-rise,0,0,0,0,0,north,Unfurnished,New Property,1,0,1,1,825.0,0,Budget
Flat,antriksh heights,sector 84,1.45,1725.0,3,3,3+,Low-rise,0,0,0,1,0,north,Unfurnished,Relatively New,0,1,1,1,575.0,0,Budget
Independent House,"Sector 17B, Gurgaon",sector 17,10.5,4518.0,3,3,2,Low-rise,0,0,1,0,0,north,Unfurnished,Old Property,1,0,0,0,1506.0,0,Semi-Luxury
Flat,ats triumph,sector 104,3.8,3150.0,4,4,3+,High-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,787.5,0,Luxury
Flat,umang winter hills,sector 77,2.0,2077.0,3,3,3,Low-rise,0,1,0,0,0,north,Unfurnished,Relatively New,1,0,1,1,692.3333333333334,0,Budget
Independent House,Emaar Emerald Hills,sector 65,20.0,3600.0,4,4,3,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,900.0,0,Semi-Luxury
Independent Builder Floor,"Sector 55, Gurgaon",sector 55,3.0,2160.0,4,4,2,Low-rise,0,0,0,0,1,south,Unfurnished,Relatively New,1,1,0,1,540.0,0,Budget
Independent Builder Floor,DLF Gardencity Enclave,sector 93,2.0,1640.0,3,3,2,Low-rise,0,1,0,0,0,east,Semi-Furnished,Relatively New,0,1,1,1,546.6666666666666,0,Luxury
Flat,hero homes,sector 104,1.62,1099.0,2,2,2,High-rise,0,0,0,0,0,west,Unfurnished,Relatively New,0,1,1,1,549.5,0,Semi-Luxury
Independent Builder Floor,"Sector 23A, Gurgaon",sector 23,2.3,2100.0,3,3,2,Low-rise,0,0,0,0,1,north-east,Unfurnished,New Property,1,0,1,1,700.0,0,Budget
Independent Builder Floor,DLF City Plots Phase 2,sector 25,4.25,3850.0,4,4,3+,Low-rise,1,1,0,1,0,east,Semi-Furnished,Relatively New,1,1,0,1,962.5,0,Semi-Luxury
Flat,puri emerald bay,sector 104,2.5,1750.0,2,3,3,Mid-rise,0,1,0,0,0,north-east,Unfurnished,New Property,0,1,1,1,875.0,0,Semi-Luxury
Flat,tarc maceo,sector 91,2.4,2320.0,3,4,3+,Mid-rise,1,1,0,0,0,north-east,Furnished,Relatively New,0,1,1,1,773.3333333333334,0,Luxury
Flat,shapoorji pallonji joyville gurugram,sector 102,2.55,1852.0,3,3,3,Mid-rise,0,0,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,617.3333333333334,0,Semi-Luxury
Flat,hero homes,sector 104,1.92,1359.0,3,2,2,Mid-rise,0,0,0,0,0,west,Unfurnished,New Property,0,1,1,1,453.0,0,Budget
Flat,m3m natura,sector 68,1.8,1478.0,2,2,3,High-rise,1,0,0,0,0,west,Unfurnished,Relatively New,0,1,1,1,739.0,0,Luxury
Flat,godrej meridien,sector 106,4.2,2720.0,4,4,3+,High-rise,0,1,0,0,0,north,Unfurnished,New Property,0,1,1,1,680.0,0,Semi-Luxury
Independent Builder Floor,BPTP Green Oaks,sector 70,1.71,1450.0,3,3,2,Low-rise,1,1,1,1,0,south,Unfurnished,Relatively New,1,1,0,1,483.3333333333333,0,Luxury
Flat,smart world gems,sector 89,1.29,1193.0,2,2,2,Low-rise,1,0,0,0,0,west,Unfurnished,New Property,0,1,1,1,596.5,0,Budget
Flat,emaar gurgaon greens,sector 102,1.85,1650.0,3,3,3,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,550.0,0,Luxury
Flat,hero homes,sector 104,2.0,1359.0,3,2,2,Mid-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,453.0,0,Budget
Flat,puri diplomatic greens,sector 111,4.8,2950.0,4,4,3,Mid-rise,0,1,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,737.5,0,Budget
Independent House,Sector 14 RWA,sector 14,8.25,2880.0,2,2,2,Low-rise,0,0,0,1,0,north-east,Unfurnished,Moderately Old,1,1,1,0,1440.0,0,Budget
Flat,emaar palm gardens,sector 83,2.17,1720.0,3,3,3+,Mid-rise,0,1,0,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,573.3333333333334,0,Budget
Independent House,"South City, Gurgaon",sector 49,8.5,1935.0,4,5,3+,Low-rise,0,0,0,0,1,north-east,Unfurnished,Relatively New,1,1,1,0,483.75,0,Budget
Independent House,"B Block Sushant Lok Phase 1, Gurgaon",sector 43,11.5,2700.0,5,6,3+,Low-rise,1,1,0,1,1,north,Semi-Furnished,Old Property,1,1,1,0,540.0,0,Semi-Luxury
Independent House,Emaar MGF Marbella,sector 66,17.0,3150.0,5,6,3+,Low-rise,1,1,0,1,0,north-east,Unfurnished,Relatively New,1,1,1,0,630.0,0,Luxury
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,2.9,2430.0,3,3,2,Low-rise,1,0,0,1,0,west,Unfurnished,Relatively New,1,0,1,1,810.0,0,Budget
Independent House,International City by Sobha Phase 1,sector 109,8.5,2430.0,5,6,3+,Low-rise,1,1,0,1,1,north-west,Unfurnished,Relatively New,1,0,1,1,486.0,0,Luxury
Flat,godrej meridien,sector 106,2.9,1855.0,3,3,3,Mid-rise,0,0,0,0,0,north,Unfurnished,New Property,0,1,1,1,618.3333333333334,0,Semi-Luxury
Independent House,Shyam Kunj,bhondsi,0.35,675.0,2,2,0,Low-rise,0,0,0,0,0,east,Unfurnished,Moderately Old,1,1,1,0,337.5,0,Budget
Independent Builder Floor,Ansal API Versalia,sector 67,2.8,2440.0,4,4,2,Low-rise,0,0,0,1,0,east,Semi-Furnished,New Property,0,1,1,1,610.0,0,Budget
Independent House,SRG Home 1,sector 41,8.5,2160.0,6,5,3+,Low-rise,1,1,0,1,1,north-east,Furnished,Old Property,1,1,1,0,360.0,0,Luxury
Flat,conscient elevate,sector 59,5.35,2095.0,3,3,2,High-rise,0,1,0,0,0,north,Semi-Furnished,New Property,0,1,1,1,698.3333333333334,0,Luxury
Independent Builder Floor,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.9,2700.0,4,5,2,Low-rise,0,0,0,1,1,south,Semi-Furnished,New Property,1,1,0,1,675.0,0,Budget
Flat,experion windchants,sector 112,6.3,3763.0,3,5,3,Mid-rise,0,1,0,0,0,north,Unfurnished,Moderately Old,0,1,1,1,1254.3333333333333,0,Semi-Luxury
Independent House,Anant Raj Estates,sector 63,13.85,4500.0,5,7,3+,Low-rise,1,1,1,1,0,north,Unfurnished,New Property,1,1,1,0,900.0,0,Luxury
Flat,signature the roselia,sector 95,0.86,645.0,3,2,2,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,1,1,0,1,215.0,0,Budget
Independent House,Vipul Tatvam Villa,sector 48,11.45,7500.0,4,4,3+,Low-rise,1,1,0,1,0,east,Semi-Furnished,Moderately Old,1,0,0,0,1875.0,0,Luxury
Independent House,"Krishna Colony, Gurgaon",sector 7,1.7,1080.0,4,4,2,Low-rise,0,0,0,1,0,east,Unfurnished,Moderately Old,1,1,1,0,270.0,1,Budget
Independent House,Ansal Plaza,sector 23,7.25,2367.0,3,3,1,Low-rise,0,0,1,0,0,west,Unfurnished,Moderately Old,1,1,1,0,789.0,0,Semi-Luxury
Flat,emaar mgf emerald floors premier,sector 65,3.6,1975.0,4,4,3,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,493.75,0,Budget
Flat,emaar mgf the palm drive,sector 66,3.85,2100.0,4,4,3+,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,525.0,0,Semi-Luxury
Independent House,Emaar MGF Marbella,sector 66,17.0,3240.0,5,5,3+,Low-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,1,0,1,1,648.0,0,Budget
Flat,smart world gems,sector 89,1.35,1107.0,2,2,2,Low-rise,0,1,0,1,0,north-east,Unfurnished,New Property,1,1,0,1,553.5,0,Budget
Independent House,"Sector 23, Gurgaon",sector 23,8.25,3150.0,6,5,2,Low-rise,1,1,0,0,0,east,Unfurnished,Relatively New,1,1,1,0,525.0,0,Luxury
Independent Builder Floor,Unitech Deerwood Chase,sector 50,6.25,2500.0,4,4,2,Low-rise,1,1,0,1,1,east,Unfurnished,New Property,1,1,0,1,625.0,0,Budget
Independent House,Ansals Florence Villa,sector 57,9.5,2700.0,5,7,3,Low-rise,0,0,0,0,1,east,Unfurnished,Moderately Old,1,1,1,0,540.0,0,Semi-Luxury
Flat,mahindra aura,sector 110,2.6,2042.0,3,3,3+,Low-rise,0,1,0,0,0,not available,Unfurnished,Moderately Old,0,1,1,1,680.6666666666666,0,Budget
Independent House,Eros Rosewood City,sector 49,5.0,4500.0,4,5,3,Low-rise,0,1,0,0,1,west,Furnished,Relatively New,1,1,1,0,1125.0,0,Semi-Luxury
Independent House,RWA Sector 46,sector 46,5.8,1548.0,6,6,2,Low-rise,1,1,0,1,1,north-west,Semi-Furnished,Relatively New,1,1,1,0,258.0,1,Semi-Luxury
Independent House,Sector 14 RWA,sector 14,6.5,2250.0,6,6,3+,Low-rise,0,0,0,0,1,north-east,Unfurnished,Old Property,1,0,0,0,375.0,0,Budget
Independent Builder Floor,Smart World Gems,sector 89,1.35,1196.0,2,2,2,Low-rise,1,0,0,0,0,north-east,Unfurnished,New Property,0,1,1,1,598.0,0,Luxury
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,6.5,1935.0,4,5,3+,Low-rise,0,1,1,1,0,west,Unfurnished,Relatively New,1,1,1,0,483.75,0,Luxury
Independent Builder Floor,"Malibu Town, Gurgaon",sector 47,3.5,2300.0,3,4,2,Low-rise,0,0,0,0,0,west,Unfurnished,New Property,1,0,1,1,766.6666666666666,0,Budget
Independent House,Vipul Tatvam Villa,sector 48,10.4,3240.0,4,4,3,Low-rise,1,1,1,1,0,north-east,Unfurnished,Relatively New,1,0,0,0,810.0,0,Luxury
Independent House,"Sector 43, Gurgaon",sector 43,7.6,1449.0,6,6,2,Low-rise,0,1,0,0,0,west,Furnished,Relatively New,1,0,0,0,241.5,1,Semi-Luxury
Independent House,Bestech Park View Ananda,sector 81,7.5,5480.0,4,4,3+,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,1,1,0,1,1370.0,0,Luxury
Independent House,"Greenwood City, Gurgaon",sector 45,12.15,3240.0,5,6,3+,Low-rise,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1,1,1,0,648.0,0,Luxury
Flat,bptp park generations,sector 37,1.75,1520.0,3,2,3,Low-rise,0,0,0,0,0,west,Unfurnished,New Property,0,1,1,1,506.6666666666667,0,Luxury
Flat,intelligentsia apartment,sector 56,2.5,1870.0,3,3,2,Mid-rise,1,1,0,1,1,north-east,Unfurnished,Old Property,0,1,1,1,623.3333333333334,0,Budget
Independent House,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,12.0,2700.0,6,4,3,Low-rise,1,1,0,0,0,not available,Unfurnished,Old Property,1,1,1,0,450.0,0,Budget
Flat,bestech park view sanskruti,sector 92,2.88,2475.0,4,5,3,Mid-rise,0,1,0,0,1,west,Semi-Furnished,Relatively New,0,1,1,1,618.75,0,Budget
Independent House,"Sector 15 Part 2, Gurgaon",sector 15,7.5,2385.0,3,3,2,Low-rise,0,0,0,0,0,west,Unfurnished,Old Property,1,1,1,0,795.0,0,Semi-Luxury
Independent Builder Floor,"Malibu Town, Gurgaon",sector 47,4.5,3240.0,4,5,2,Low-rise,1,1,0,1,0,east,Furnished,New Property,0,1,1,1,810.0,0,Semi-Luxury
Independent House,Suncity Essel Towers,sector 28,10.3,2160.0,5,6,3+,Low-rise,1,1,1,0,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,432.0,0,Semi-Luxury
Flat,tata gurgaon gateway,sector 112,3.2,2215.0,3,3,3,High-rise,0,0,0,0,1,east,Semi-Furnished,Relatively New,0,1,1,1,738.3333333333334,0,Budget
Independent Builder Floor,"South City 2, Gurgaon",sector 49,2.98,1800.0,4,3,2,Low-rise,1,1,0,1,0,south,Semi-Furnished,New Property,1,1,0,1,450.0,0,Budget
Independent House,"Saraswati Enclave, Gurgaon",sector 37,0.75,500.0,2,2,1,Low-rise,0,0,0,1,0,west,Unfurnished,Relatively New,1,1,1,0,250.0,1,Budget
Flat,m3m heights,sector 65,3.42,1828.0,3,3,3,Low-rise,1,0,0,1,1,east,Semi-Furnished,Relatively New,1,1,0,1,609.3333333333334,0,Budget
Flat,dlf the ultima,sector 81,4.9,2825.0,4,5,3,Mid-rise,0,1,0,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,706.25,0,Semi-Luxury
Independent Builder Floor,Vatika P Block,sector 84,2.0,1525.0,4,3,2,Low-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,381.25,0,Budget
Flat,dlf the ultima,sector 81,3.6,2132.0,3,3,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,710.6666666666666,0,Luxury
Independent Builder Floor,Central Park Flower Valley Cerise Floors,sector 33,1.75,1255.0,2,2,3+,Low-rise,1,0,0,0,0,east,Unfurnished,Relatively New,1,1,0,1,627.5,0,Semi-Luxury
Independent Builder Floor,BPTP Astaire Gardens,sector 70,2.2,1612.0,3,3,2,Low-rise,0,1,0,0,0,east,Semi-Furnished,New Property,0,1,1,1,537.3333333333334,0,Luxury
